,Release ID,Album,Year,Artist Name,Label
1304,11645222,2017,Machine Girl (2),WLFGRL+,Not On Label (Machine Girl (2) Self-released)
1305,11673385,2018,Young Fathers,Cocoa Sugar ,Ninja Tune
1306,11675275,1996,Camel,Harbour Of Tears,Camel Productions
1307,11676643,2018,Blank Realm,Last Seen ,Hobbies Galore
1308,11703533,2018,Ed Schrader's Music Beat,Riddles,Carpark Records
1309,11713441,2018,Daniel Spaleniak,Life Is Somewhere Else,Antena Krzyku
1310,11729811,2015,Hot Flash Heat Wave,Neapolitan,OIM Records
1311,11734214,2009,XTC,Mummer,Virgin
1312,11735198,2018,Preoccupations,New Material,Jagjaguwar
1313,11736171,2018,Equip (3),Synthetic Core 88,Yetee Records
1314,11737699,2018,Spanish Love Songs,Schmaltz,Uncle M Music
1315,11769535,2017,Various,TESSERACT,Materia Collective
1316,11794964,2018,Mint Mile,Heartroller,Comedy Minus One
1317,11795230,1990,Sinéad O'Connor,I Do Not Want What I Haven't Got,Ensign
1318,11857144,2018,Autechre,NTS Session 1,Warp Records
1319,11857150,2018,Autechre,NTS Session 2,Warp Records
1320,11862214,2018,Elk City,Everybody's Insecure,Bar/None Records
1321,11872662,2018,Rival Consoles,Persona,Erased Tapes Records
1322,11884470,2018,Landing,Bells In New Towns,El Paraiso Records
1323,11889693,2018,Autechre,NTS Session 3,Warp Records
1324,11896932,2018,Grouper,Grid Of Points,Kranky
1325,11914448,2007,Various,20thアニバーサリー ロックマン 1~6 Techno Arrange Ver. = 20th Anniversary Rockman 1 - 6 Techno Arrange Ver.,Team Entertainment Inc.
1326,11920325,2018,Autechre,NTS Session 4,Warp Records
1327,11925616,2013,Euphoria Again,Bedroom Recordings,Z Tapes
1328,11966927,2018,Just Mustard,Wednesday,Pizza Pizza Records (2)
1329,11971026,2018,Jim O'Rourke,Steamroom 40,Steamroom
1330,12012280,1983,Neil Young,Everybody's Rockin',Geffen Records
1331,12019816,2018,"Now, Now",Saved,Trans Records (4)
1332,12027299,2018,Night Tempo,Moonrise,Moonlights Company
1333,12041496,2018,Chvrches,Love Is Dead,Glassnote (2)
1334,12066037,1991,Michael Manring,Drastic Measures,Windham Hill Records
1335,12075906,2018,Oneohtrix Point Never,Age Of,Warp Records
1336,12077557,2018,Vital Idles,Left Hand,Upset! The Rhythm
1337,12079853,2018,Sun June,Years,Keeled Scales
1338,12099578,2015,Holy Fawn,Realms,Not On Label (Holy Fawn Self-released)
1339,12122552,2018,Mourn (6),Sorpresa Familia,Captured Tracks
1340,12124263,2018,Flowertruck,Mostly Sunny,Spunk
1341,12129560,2018,Protomartyr (2),Consolation E.P.,Domino
1342,12131678,2018,Fog Lake,Fog Lake / Euphoria Again,Out Of Breath Records
1343,12160573,1988,King Sunny Ade & His African Beats,Live Live Juju,Rykodisc
1344,12199694,2000,Robbie Fulks,13 Hillbilly Giants,Boondoggle Records
1345,12199706,1999,Robbie Fulks,The Very Best Of,Bloodshot Records
1346,12205673,2016,Chris Remo,Firewatch Original Score,Campo Santo
1347,12215511,2018,Citric Dummies,The Kids Are Alt-Right,Erste Theke Tonträger
1348,12235322,2018,Mass Of The Fermenting Dregs,No New World,Flake Sounds
1349,12268390,2018,Mope Grooves,Vanished,See My Friends Records
1350,12272049,0,Minutemen,Buzz Or Howl Under The Influence Of Heat,SST Records
1351,12276990,2018,Yasunori Nishiki,Octopath Traveler Original Soundtrack,Square Enix Music
1352,12290018,2018,Spock's Beard,Noise Floor,Nexus (3)
1353,12311047,2018,Neko Case,Hell-On,Anti-
1354,12322375,2018,Midwife (2),Prayer Hands,Antiquated Future
1355,12322775,2008,Spangle Call Lilli Line,Isolation,Felicity
1356,12323759,2018,Robbie Fulks,Wild! Wild! Wild!,Bloodshot Records
1357,12326482,1987,King Sunny Ade,The Return Of The Juju King,Mercury
1358,12376051,2003,Cozy Kubo,Clock Tower 3 Original Soundtrack,Suleputer
1359,12408545,2018,Papa M,A Broke Moon Rises,Drag City
1360,12418007,2018,Blood Orange (2),Negro Swan,Domino
1361,12433576,2018,Corrina Repp,How A Fantasy Will Kill Us All,Jealous Butcher Records
1362,12448883,2018,Maribou State,Kingdoms In Colour,Counter Records
1363,12449058,2018,Idles,Joy As An Act Of Resistance,Partisan Records
1364,12468542,2017,Blood Cultures,Happy Birthday,Not On Label
1365,12508766,2018,Low,Double Negative,Sub Pop
1366,12509695,2018,IQ (7),Ever (2018 Remix - 25th Anniversary Collector's Edition),Giant Electric Pea
1367,12523619,2018,Holy Fawn,Death Spells,Whelmed Records
1368,12532605,2018,An Autumn For Crippled Children,The Light Of September ,Consouling Sounds
1369,12550914,2018,Molly Burch,First Flower,Captured Tracks
1370,12574478,2018,Ethyène,Brotherly Love ,Moonrise Hill Material
1371,12590264,2018,Aurora (16),Infections Of A Different Kind (Step 1),Glassnote (2)
1372,12613991,2000,Frequency (25),"""Evergrace"" Original Soundtrack = エヴァーグレイス オリジナルサウンドトラック",Absord Music Japan
1373,12621814,1999,Camel,Rajaz,Camel Productions
1374,12627722,2018,Slow Crush,Aurora,Holy Roar Records
1375,12642044,2018,Adrianne Lenker,Abysskiss,Saddle Creek
1376,12651392,2018,Machine Girl (2),The Ugly Art,Kitty On Fire Records
1377,12662905,2018,Advance Base,Animal Companionship,Run For Cover Records (2)
1378,12681031,2018,Subsonic Eye,Dive Into,Middle Class Cigars
1379,12691377,1995,Neil Young,Mirror Ball,Reprise Records
1380,12729076,2018,Street Sects,The Kicking Mule,Flenser Records
1381,12743331,2018,Toby Fox,Deltarune Chapter 1 OST,Not On Label (Toby Fox Self-released)
1382,12751081,2018,Alias (3),Less is Orchestra,Anticon
1383,12791902,2018,Sad Lovers And Giants,Mission Creep,Voight-Kampff Records
1384,12813886,2018,Esben And The Witch,Nowhere,Season Of Mist
1385,12819629,1995,Warren Zevon,Mutineer,Giant Records
1386,12846540,2018,Ben Prunty,Into The Breach Original Soundtrack,Fangamer
1387,12849035,2018,Buzz Kull,New Kind Of Cross,Funeral Party Records
1388,12855872,2018,Oneohtrix Point Never,ラブ・イン・ザ・タイム・オブ・レクサプロ = Love In The Time Of Lexapro,Warp Records
1389,12882773,2018,Jukio Kallio,Minit (Official Soundtrack),Ghost Ramp
1390,12886047,2017,Steven Wilson,To The Bone,Caroline International
1391,12899571,2018,Áine O'Dwyer,Green Ways,Erstwhile Records
1392,12913999,2018,Earache (4),Last,Lacklustre Records
1393,12914714,2008,Various,"Well, I Don't See Why Not, Volume 1",Not On Label
1394,12923671,2018,Deniz Akbulut,CrossCode Original Game Soundtrack,First Press Games
1395,12973780,2018,Dubmood,Overshoot Days,Data Airlines
1396,12980551,2018,Berlinist,Gris (Original Soundtrack),Not On Label
1397,13030279,2019,Spangle call Lilli line,Dreams Never End,Felicity
1398,13041578,2016,Makeup And Vanity Set,Brigador – Volume II,Not On Label (Makeup And Vanity Set Self-released)
1399,13041917,2017,Various,Brigador – Up-Armored,Not On Label (Makeup And Vanity Set Self-released)
1400,13058664,2019,Lorelle Meets The Obsolete,De Facto,Sonic Cathedral Recordings
1401,13077985,2019,Alicks,Unwritten,Not On Label
1402,13109186,2019,HEALTH (2),Vol.4 :: Slaves of Fear,Loma Vista
1403,13136938,2018,Gorgeous Bully,Closure,Breakfast Records (4)
1404,13137905,2018,Pool Kids,Music To Practice Safe Sex To,Skeletal Lightning
1405,13139756,2019,Better Oblivion Community Center,Better Oblivion Community Center,Dead Oceans
1406,13140486,2019,Business Of Dreams,Ripe For Anarchy,Slumberland Records
1407,13148530,2019,Cherushii,Cherushii & Maria Minerva,100% Silk
1408,13151631,2017,Kicking Giant,"This Being the Ballad of Kicking Giant, Halo: NYC​/​Olympia 1989 - 1993",Drawing Room Records
1409,13151909,2018,Deafheaven,Ordinary Corrupt Human Love,Anti-
1410,13167731,2018,This Town Needs Guns,Animals Acoustic,Sargent House
1411,13173824,2019,Midwife (2),"Like Author, Like Daughter",Whited Sepulchre
1412,13187864,2016,Matthew S. Burns,Shenzhen I/O OST,Not On Label (Matthew S. Burns Self-released)
1413,13188159,2017,Scattle,Scavenger,Not On Label (Scattle Self-released)
1414,13213846,1991,Billy Bragg,Don't Try This At Home,Go! Discs
1415,13240168,2019,Shin Guard,2020,Not On Label (Shin Guard Self-released)
1416,13248307,2019,Desperate Journalist,In Search Of The Miraculous,Fierce Panda
1417,13248820,2019,beabadoobee,Patched Up,Dirty Hit
1418,13250067,2016,Florist (2),The Birds Outside Sang,Double Double Whammy
1419,13253745,2016,Donbor,Dead City,Not On Label (Donbor Self-released)
1420,13282504,2019,Hand Habits,Placeholder ,Saddle Creek
1421,13287306,2019,Sun Kil Moon,I Also Want To Die In New Orleans,Caldo Verde Records
1422,13302632,2009,John Martyn,Solid Air,Island Remasters
1423,13303502,2010,Chapterhouse,Whirlpool,Sony Music UK
1424,13322480,2019,Fews,Into Red,Play It Again Sam
1425,13344782,1974,Camel,Mirage,Deram
1426,13395427,2018,Vektroid,Color Ocean Road,PrismCorp
1427,13436641,2019,Possible Humans,Everybody Split ,Hobbies Galore
1428,13442554,2019,Blind Seagull,Cold Hands / Pressure,Detriti Records
1429,13446783,2019,Joshua Abrams Natural Information Society,Mandatory Reality,Eremite Records
1430,13447939,2019,Rozi Plain,What A Boost,Memphis Industries
1431,13464160,2019,Team Salvato,Doki Doki Literature Club!,Iam8bit
1432,13474620,2019,Blankenberge,More,Not On Label (Blankenberge Self-released)
1433,13475994,2019,Bibio,Ribbons,Warp Records
1434,13483456,2019,Aldous Harding,Designer,4AD
1435,13484613,2018,Rainbowdragoneyes,The Messenger Original Soundtrack Disc I: The Past,Not On Label
1436,13513284,2019,Moon Tooth,Crux,Modern Static
1437,13556749,2019,Big Brave,A Gaze Among Them,Southern Lord
1438,13570466,2019,Big Thief,U.F.O.F.,4AD
1439,13572156,2019,Maria Faust,Farm Fresh,Gotta Let It Out
1440,13583138,2019,Daniel Koestner,Donut County,Iam8bit
1441,13618646,1970,Neil Young,After The Gold Rush,Reprise Records
1442,13629950,2019,Empath (3),Active Listening: Night On Earth,Get Better Records
1443,13642794,2019,Carly Rae Jepsen,Dedicated,School Boy Records
1444,13643456,2019,Injury Reserve,Injury Reserve,Loma Vista
1445,13646812,2019,Soda Lite (2),Vale & Stone,Inner Islands
1446,13686478,2016,Makeup And Vanity Set,"Brigador, Uplink EP ",Not On Label (Makeup And Vanity Set Self-released)
1447,13691776,2019,The Gotobeds,Debt Begins At 30,Sub Pop
1448,13702416,2019,Sacred Paws,Run Around The Sun,Rock Action Records
1449,13719253,2019,AURORA (16),A Different Kind Of Human (Step 2),Glassnote (2)
1450,13721400,0,Adrianne Lenker,A-Sides,Not On Label (Adrianne Lenker Self-released)
1451,13722779,2019,Viagra Boys,Street Worms,YEAR0001
1452,13751965,2019,Bill Callahan,Shepherd In A Sheepskin Vest,Drag City
1453,13771823,2019,seablite,Grass Stains and Novocaine,Emotional Response (2)
1454,13788102,2019,beabadoobee,Loveworm,Dirty Hit
1455,13804378,2018,Kirsty MacColl,The Stiff Years,Stiff Records
1456,13815511,1978,Brian Eno,Ambient 1: Music for Airports,EG
1457,13828245,2016,Scntfc,Oxenfree,Not On Label (Scntfc Self-released)
1458,13830954,2019,Soft Blue Shimmer,Nothing Happens Here,Disposable America
1459,13843402,2019,Trash Kit,Horizon,Upset! The Rhythm
1460,13856458,2018,Lasitud,Lasitud,Not On Label (Lasitud Self-released)
1461,13858577,2019,Lena Andersson (8),Söder Mälarstrand,Raster (2)
1462,13882377,2005,Dose One,Ha,A Purple 100
1463,13888946,2015,HEALTH (2),Death Magic,Loma Vista
1464,13921800,2007,Magazine,The Correct Use Of Soap,Virgin
1465,13929004,2019,Brian Eno,Apollo: Atmospheres & Soundtracks (Extended Edition),Virgin
1466,13952270,2019,Dubmood,Breaker (Original Video Game Soundtrack),Data Airlines
1467,13997512,2017,Grouper,Children,Not On Label (Grouper Self-Released)
1468,14004085,2019,The Murder Capital,When I Have Fears,Human Season
1469,14016997,2019,Soft Kill,Soft Kill On Audiotree Live,Audiotree
1470,14026502,2019,Ceremony (4),In The Spirit World Now,Relapse Records
1471,14035054,2019,Infinity Shred,"Forever, A Fast Life",3 Dot Recordings
1472,14038619,2019,Joan Shelley,Like The River Loves The Sea,No Quarter
1473,14075062,2019,Ben Babbitt,Paris Window Original Score,Not Not Fun Records
1474,14102780,1995,Emmylou Harris,Wrecking Ball,The Grapevine Label
1475,14116203,2019,Chipzel,Dicey Dungeons Original Soundtrack,Not On Label (Chipzel Self-released)
1476,14125553,2019,Chastity Belt,Chastity Belt,Hardly Art
1477,14156884,2019,Glass Beach,The First Glass Beach Album,Not On Label (Glass Beach Self-Released)
1478,14166263,2012,R.E.M.,Document,I.R.S. Records
1479,14170479,1981,Camel,Nude,Decca
1480,14175459,2019,Surf Curse,Heaven Surrounds You,Danger Collective Records
1481,14191020,2019,Opeth,In Cauda Venenum,Nuclear Blast
1482,14208890,2019,Angel Olsen,All Mirrors,Jagjaguwar
1483,14227449,2019,Ohio (7),"Upward, Broken, Always",12k
1484,14245127,2019,Big Thief,Two Hands,4AD
1485,14245498,2019,Gary Numan,The Pleasure Principle (The First Recordings),Beggars Banquet
1486,14255723,2019,Sunn O))),Pyroclasts,Southern Lord
1487,14268413,2019,Corridor (2),Junior,Sub Pop
1488,14274544,2019,PJ Harvey,All About Eve (Original Music),Lakeshore Records
1489,14302309,2019,Foxtails,Querida Hija,Emocat Records
1490,14307004,2019,Slow Crush,Ease E.P. / Part Time Punks Sessions (Live),Holy Roar Records
1491,14319892,2019,Lucy Dacus,2019,Matador
1492,14341483,2017,Alias Conrad Coldwood,OFF Original Soundtrack,Not On Label (Alias Conrad Coldwood Self-released)
1493,14349965,2019,Have A Nice Life,Sea Of Worry,Flenser Records
1494,14363104,2019,Kai Whiston,No World As Good As Mine,LUX (10)
1495,14399035,2019,Greet Death,New Hell,Deathwish
1496,14412045,2019,Oneohtrix Point Never,KCRW Session TX 23/10/18,Warp Records
1497,14455658,2019,Jen Kutler,Disembodied,Eyevee
1498,14474365,2015,Thayer Sarrano,Shaky,Guildwater Group
1499,14482539,2019,Gentle Giant,Unburied Treasure,Madfish
1500,14487280,2019,The Go-Betweens,G Stands For Go-Betweens: The Go-Betweens Anthology - Volume 2,Domino
1501,14492202,2019,Ben Vida,Reducing The Tempo To Zero,Shelter Press
1502,14537171,2015,Devilish Dear,These Sunny Days,Not On Label
1503,14592600,2018,Oneohtrix Point Never,The Station,Warp Records
1504,14634590,2019,Florist (2),Emily Alone,Double Double Whammy
1505,14648601,2020,Keeley Forsyth,Debris,Leaf
1506,14684165,1993,Michael Hedges,Strings Of Steel,Windham Hill Records
1507,14702599,1988,Stanley Clarke,If This Bass Could Only Talk,Portrait
1508,14752608,2020,Spanish Love Songs,Brave Faces Everyone,Pure Noise Records
1509,14760208,2020,Beatrice Dillon,Workaround,Pan (3)
1510,14802001,2020,Isobel Campbell,There Is No Other...,Cooking Vinyl
1511,14823097,2020,Seablite,High​-​Rise Mannequins,Meritorio Records
1512,14827158,2005,John & Beverley Martyn,Stormbringer!,Island Remasters
1513,14875050,2020,Kjellvandertonbruket,Doom Country,Startracks
1514,14918294,2020,Mount Shrine,Shortwave Ruins,Cryo Chamber
1515,14918784,2020,Mint Mile,Ambertron,Comedy Minus One
1516,14922187,2020,Pet Shimmers,Face Down In Meta,Pet Shimmers
1517,14925923,2020,Strawberry Generation,Afloat,Sunday Records
1518,14934392,2020,Porches (3),Ricky Music,Domino
1519,14960784,2020,Helen Money,Atomic,Thrill Jockey Records
1520,14962918,2018,Rainbowdragoneyes,The Messenger Original Soundtrack Disc II: The Future,Not On Label
1521,14963142,2019,Rainbowdragoneyes,The Messenger Original Soundtrack Disc III: Picnic Panic,Not On Label
1522,14968814,2019,brothel.,Redskies,Re:Mission Entertainment
1523,14976446,2020,King Crimson,Discipline,Discipline Global Mobile
1524,15039689,2020,Yves Tumor,Heaven To A Tortured Mind,Warp Records
1525,15046347,2020,Nation Of Language,"Introduction, Presence",Not On Label (Nation Of Language Self-released)
1526,15073027,2020,Jim O'Rourke,Steamroom 47,Steamroom
1527,15082785,2020,Slow Crush,Reel,Holy Roar Records
1528,15098176,2017,Celer,Boundary Layer ,Not On Label (Celer Self-released)
1529,15129908,2020,The Mountain Goats,Songs For Pierre Chuvin,Merge Records
1530,15159251,2020,Scattle,Shine,Not On Label (Scattle Self-released)
1531,15207867,2009,Siouxsie & The Banshees,At The BBC,Universal
1532,15214491,2020,Fearing,Shadow,Funeral Party Records
1533,15221062,2019,Makeup And Vanity Set,Overpass (Original Video Game Soundtrack),Not On Label (Makeup And Vanity Set Self-released)
1534,15222307,1995,Autechre,Garbage,Warp Records
1535,15239617,1983,The The,Soul Mining,Epic
1536,15251612,2020,Makeup And Vanity Set,Darker Colors (Original Motion Picture Soundtrack),Not On Label (Makeup And Vanity Set Self-released)
1537,15259041,2020,Makeup And Vanity Set,HHeLiBe,Not On Label (Makeup And Vanity Set Self-released)
1538,15284369,2020,Peaking Lights,E S C A P E,Dekmantel
1539,15300215,2020,Gleemer,Down Through,Other People Records
1540,15302226,2020,An Autumn For Crippled Children,"All Fell Silent, Everything Went Quiet",Prosthetic Records
1541,15307563,2020,American Aquarium,Lamentations,New West Records
1542,15326752,2020,Body Corp,Soft Expression,Soothsayer
1543,15335769,2008,New Order,Low-life,Rhino Records (2)
1544,15335895,2008,New Order,Movement,Rhino Records (2)
1545,15387492,2019,Sunscreen,Falling In An Elevator,Spunk
1546,15406147,1993,The Chameleons,Strange Times,Geffen Records
1547,15417981,2019,Cannons (5),Shadows,AntiFragile Music
1548,15430012,2020,King Crimson,Red,Discipline Global Mobile
1549,15462098,2020,Bibio,Sleep On The Wing,Warp Records
1550,15509872,2020,Blank Fasiz,New Realm Compilation,Back 2 Da Source Records
1551,15549303,1976,Camel,Moonmadness,Decca
1552,15561639,2020,Brevyn,Short Circuits,Vulpiano Records
1553,15567129,2015,Danny Baranowsky,Crypt Of The Necrodancer OST,Not On Label (Danny Baranowsky Self-released)
1554,15571165,2020,Makeup And Vanity Set,Liturgy,Not On Label (Makeup And Vanity Set Self-released)
1555,15571250,2020,Makeup And Vanity Set,Music System,Not On Label (Makeup And Vanity Set Self-released)
1556,15595551,2020,Alison Chesley,Music From The Film Girl On The Third Floor,Touch And Go
1557,15605062,2020,Gillian Welch,All The Good Times (Are Past & Gone),Acony Records
1558,15626170,2020,Protomartyr (2),Ultimate Success Today,Domino
1559,15648736,2019,EDDYEVVY,EDDYEVVY,Not On Label
1560,15701267,2020,Steve Von Till,No Wilderness Deep Enough,Neurot Recordings
1561,15703169,2020,Ganser,Just Look At That Sky,Felte
1562,15705072,2020,Machine Girl (2),U-Void Synthesizer,Not On Label (Machine Girl (2) Self-released)
1563,15709297,2019,Various,Daemon X Machina Original Sound Track = デモン エクスマキナ オリジナル サウンドトラック,U/M/A/A
1564,15709690,0,R.E.M.,Dead Letter Office,I.R.S. Records
1565,15734850,2020,Cowboy Junkies,Ghosts,Latent Recordings
1566,15764737,2020,Young Jesus,Welcome To Conceptual Beach,Saddle Creek
1567,15768217,2020,No Joy,Motherhood,Joyful Noise Recordings
1568,15792951,2020,Lydia Loveless,Daughter,"Honey, You're Gonna Be Late Records"
1569,15808526,2020,Ultravox,Vienna [Deluxe Edition],Chrysalis Catalogue
1570,15810567,2020,Angel Olsen,Whole New Mess,Jagjaguwar
1571,15823762,2020,Roxy Music,Roxy Music,Virgin EMI Records
1572,15864345,2020,Bill Callahan,Gold Record,Drag City
1573,15898328,2020,Jukio Kallio,Fall Guys Ultimate Knockout (Original Soundtrack),Not On Label
1574,15898690,2020,Anna von Hausswolff,All Thoughts Fly,Southern Lord
1575,15899495,2020,King Crimson,The Complete 1969 Recordings,Discipline Global Mobile
1576,15931544,2020,Sarah Davachi,"Cantus, Descant",Late Music
1577,15938551,2020,Into It. Over It.,Figure,Triple Crown Records
1578,15948395,2020,Idles,Ultra Mono,Partisan Records
1579,15952439,2020,Various,Strum & Thrum: The American Jangle Underground 1983-1987,Captured Tracks
1580,15966016,2020,Death Bells,New Signs Of Life,Dais Records
1581,15966714,2020,Makeup And Vanity Set,Endless Destiny,Data Airlines
1582,15989630,2015,Alec Lambert,We Know The Devil OST,Not On Label (Alec Lambert Self-released)
1583,15993511,2019,Andrew Prahlow,Outer Wilds (Original Soundtrack),Annapurna Interactive
1584,15997779,2020,New Order,Power Corruption And Lies,Warner Music UK
1585,16000948,2020,New Order,Power Corruption And Lies,Warner Music
1586,16007781,2018,Cemeteries,"Fossor, In Pieces",Not On Label (Cemeteries Self-released)
1587,16061701,2020,Autechre,SIGN,Warp Records
1588,16062598,2020,Mourn (6),Self Worth,Captured Tracks
1589,16068818,2020,The Mountain Goats,Getting Into Knives,Merge Records
1590,16074134,2020,Adrianne Lenker,Songs And Instrumentals,4AD
1591,16078658,2020,Holy Motors,Horse,Wharf Cat Records
1592,16093847,2020,Makeup And Vanity Set,Heart Of Batman,Sound Machine Records
1593,16101848,2020,Ryan Roth,Void Bastards Original Soundtrack,Ghost Ramp
1594,16125504,2020,Oneohtrix Point Never,Midday Suite,Warp Records
1595,16135179,2020,Oneohtrix Point Never,Magic Oneohtrix Point Never,Warp Records
1596,16164460,2020,Autechre,Plus,Warp Records
1597,16209284,2020,Ana Roxanne,Because Of A Flower,Kranky
1598,16215720,2018,Alec Lambert,Heaven Will Be Mine OST,Not On Label
1599,16231609,2020,Soft Kill,Dead Kids R.I.P. City,Cercle Social Records
1600,16276251,2020,Anton Barbeau,Manbird,Beehive (4)
1601,16293617,2020,Blank Banshee,Gaia,Hologram Bay
1602,16297247,2020,Darren Korb,Hades: Original Soundtrack,Supergiant Games
1603,16299796,2020,Deafheaven,10 Years Gone,Sargent House
1604,16313301,2020,British Sea Power,Disco Elysium,Golden Chariot Records
1605,16332084,2020,Lauren Bousfield,Palimpsest,Deathbomb Arc
1606,16333131,2020,Still Corners,The Last Exit,Wrecking Light
1607,16364598,2020,Soft Blue Shimmer,Heaven Inches Away,Disposable America
1608,16501065,2020,El Huervo,A Thing With Feathers,Swedish Columbia
1609,16604949,1973,Brian Eno,Here Come The Warm Jets,Island Records
1610,16610271,2017,Nassau (5),Heron,Fire Talk
1611,16725150,2020,Into It. Over It.,Home Is The Gift,Storm Chasers Records
1612,16753188,1990,The Sundays,"Reading, Writing And Arithmetic",Rough Trade
1613,16775646,2021,The Boys With The Perpetual Nervousness,Songs From Another Life,Bobo Integral
1614,16853529,2020,Yoann Laulan,Dead Cells - Soundtrack Part 2 (Demake),Not On Label
1615,16898334,2020,Big Thief,"Demos Vol. 1 - Topanga Canyon, CA - Feb 2018",Not On Label (Big Thief Self-Released)
1616,16965027,2021,Kiwi Jr.,Cooler Returns,Sub Pop
1617,16982700,2021,Rivulets,Happy New Year,Not On Label (Rivulets Self-released)
1618,17117349,2021,Goat Girl,On All Fours,Rough Trade
1619,17151706,2021,"Black Country, New Road",For The First Time,Ninja Tune
1620,17164108,1970,Genesis,Trespass,Charisma
1621,17196178,2021,Styrofoam Winos,Styrofoam Winos S/T,Sophomore Lounge
1622,17214670,2021,Keiichi Suzuki,MOTHER Music Revisited,Columbia
1623,17232598,1994,Neil Young & Crazy Horse,Sleeps With Angels,Reprise Records
1624,17336665,2021,Yasmin Williams,Urban Driftwood,Spinster
1625,17357173,2021,Editrix,Tell Me I'm Bad,Exploding In Sound Records
1626,17357560,2021,Fawning,Illusions of Control,Graveface Records
1627,17381695,2021,For Your Health,In Spite Of,Twelve Gauge Records
1628,17513368,2021,Opposite Sex,High Drama,Spik & Span
1629,17527276,2021,Cloud Nothings,The Shadow I Remember,Carpark Records
1630,17545399,2017,New Japan Pro-Wrestling,NJPW Greatest Music V,King Records
1631,17545480,2019,New Japan Pro-Wrestling,NJPW Greatest Music VII,King Records
1632,17559358,2021,Kittyhawk (2),Mikey's Favorite Songs (2012-2016),Count Your Lucky Stars
1633,17591530,2021,Julien Baker,Little Oblivions,Beat Records
1634,17593879,2016,foxtails,O Tempora! O Mores!,Not On Label (foxtails Self-released)
1635,17651455,2021,Cheekface,Emphatically No.,New Professor Music
1636,17661673,2018,Mal Devisa,Shade And The Little Creature,Not On Label
1637,17667022,1989,"10,000 Maniacs",Blind Man's Zoo,Elektra
1638,17706337,2021,Genesis Owusu,Smiling With No Teeth,House Anxiety Records
1639,17725030,2021,Mister Goblin,Four People In An Elevator And One Of Them Is The Devil,Exploding In Sound Records
1640,17736592,2021,Jacober,Immortal Word (Sketch for Winter X),Geographic North
1641,17863651,2020,birds fear death,Hospital Songs ,Not On Label (birds fear death Self-Released)
1642,17870380,2021,Fake Fruit,Fake Fruit,Rocks In Your Head Records
1643,17884561,1988,Metallica,...And Justice For All,Elektra
1644,17930713,1975,Brian Eno,Another Green World,Island Records
1645,17979841,2021,Rachika Nayar,Our Hands Against The Dusk,NNA Tapes
1646,18002005,2021,Amulets,Blooming,Flenser Records
1647,18059773,2021,Chris Corsano,Made Out Of Sound,Palilalia Records
1648,18071767,2021,Dry Cleaning,New Long Leg,4AD
1649,18075523,2021,James McAlister,Scissortail,37d03d
1650,18086362,2021,Remember Sports,Like a Stone,Father/Daughter Records
1651,18114964,2021,Bruit ≤,The Machine Is Burning And Now Everyone Knows It Could Happen Again,Pelagic Records
1652,18154279,2020,Shopping (3),All Or Nothing,Not On Label (Shopping (3) Self-released)
1653,18215521,2021,CFCF,Memoryland,BGM Solutions
1654,18272122,2006,Neil Young,Living With War,Reprise Records
1655,18283753,2021,Herzog (3),Fiction Writer,Exit Stencil Recordings
1656,18314782,2021,The Armed,Ultrapop,Sargent House
1657,18439765,2021,Big Brave,Vital,Southern Lord
1658,18617884,2021,Rosali (2),No Medium,Spinster
1659,18630562,2021,Paper Mice,1-800-MONDAYS,Three One G (31G)
1660,18804475,2021,Oneohtrix Point Never,Nothing's Special,Warp Records
1661,18824296,2021,Mope City,Within The Walls,Tenth Court
1662,18831712,2021,IQ (7),Tales From The Lush Attic,Belle Antique
1663,18838483,2021,Yoo Doo Right,Don't Think You Can Escape Your Purpose,Mothland
1664,18941635,2021,Sweet Trip,"A Tiny House, In Secret Speeches, Polar Equals",Darla Records
1665,18962164,2021,Skee Mask,Pool,Ilian Tape
1666,18970651,2021,Alphabet Holds Hostage,Motherblossom,Not On Label
1667,19012333,2021,Chris Eckman,Where The Spirit Rests,Glitterhouse Records
1668,19046482,2014,Gorgeous Bully,"Smiling, Laughing",Not On Label (Gorgeous Bully Self-Released)
1669,19055074,2021,Parting,Unmake Me,Count Your Lucky Stars
1670,19143511,2021,An Autumn For Crippled Children,As The Morning Dawns We Close Our Eyes,Prosthetic Records
1671,19194697,2020,Sexores,Salamanca,Buh Records
1672,19216366,2021,Van Der Graaf Generator,The Charisma Years 1970-1978,Charisma
1673,19219516,2021,Scorn,The Only Place,Ohm Resistance
1674,19224151,2021,Lucy Dacus,Home Video,Matador
1675,19234159,2021,Joana Serrat,Hardcore From The Heart,Loose Music
1676,19258201,2021,PJ Harvey,White Chalk - Demos,Island Records
1677,19288138,2021,Keen Dreams,The Second Body,Strange Daisy Records
1678,19298044,2020,Michael Manring,Small Moments,Manthing Music
1679,19309753,2021,The Goalie's Anxiety At The Penalty Kick,Ways Of Hearing,Count Your Lucky Stars
1680,19310530,2021,Spellling,The Turning Wheel,Sacred Bones Records
1681,19312261,2021,Palette Knife,Ponderosa Snake House & The Chamber Of Bullshit,Take This To Heart Records
1682,19349245,2021,Desperate Journalist,Maximum Sorrow!,Fierce Panda
1683,19352794,2021,Pronoun (2),OMG I MADE IT,Wax Bodega
1684,19369054,1998,Michael Manring,The Book Of Flame,Alchemy Records (4)
1685,19370389,2021,Lightning Bug (2),A Color Of The Sky,Fat Possum Records
